City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
324,Ostrovnoy,RU,68.0531,39.5131,56.82,97,98,6.69,light rain
325,Akyab,MM,20.15,92.9,83.03,80,66,18.32,broken clouds
326,Leh,IN,34.1667,77.5833,62.87,52,6,7.63,clear sky
327,Larsnes,NO,62.2028,5.5773,57.79,72,97,13.2,light rain
328,Salalah,OM,17.0151,54.0924,77.09,94,100,6.91,overcast clouds
329,Lodwar,KE,3.1191,35.5973,74.89,57,72,16.35,broken clouds
330,Paracuru,BR,-3.41,-39.0306,80.11,87,10,9.24,clear sky
331,Barranca,PE,-10.75,-77.7667,60.51,82,2,8.1,clear sky
332,Baeza,ES,37.9938,-3.471,75.27,32,4,5.08,clear sky
333,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,65,0,3.44,clear sky
334,Westport,US,41.1415,-73.3579,78.75,88,0,4.61,clear sky
335,Solnechnyy,RU,50.7214,136.6319,69.49,89,97,3.06,overcast clouds
336,Aloleng,PH,16.1307,119.7824,83.05,79,100,12.75,overcast clouds
337,Yumen,CN,40.2833,97.2,85.86,18,9,11.61,clear sky
338,Loikaw,MM,19.6742,97.2094,74.55,84,96,3.44,overcast clouds
339,Aklavik,CA,68.2191,-135.0107,53.74,57,43,15.39,scattered clouds
340,Pinawa,CA,50.1489,-95.8811,59.58,94,6,3.98,clear sky
341,Padang,ID,-0.9492,100.3543,84.25,73,99,3.58,overcast clouds
342,Gamba,GA,-2.65,10.0,70.5,88,100,4.74,overcast clouds
343,Husavik,IS,66.0449,-17.3389,43.3,84,100,14.72,overcast clouds
344,Birnin Kebbi,NG,12.4539,4.1975,78.69,75,100,14.85,light rain
345,Crotone,IT,39.0851,17.1178,73.72,66,33,22.08,scattered clouds
